NAME,RA,DECL,LIT_SPT_NUM,LIT_SPT_NUM,LIT_METAL_NUM,CAT_PMRA,CAT_PMDEC,CAT_PMRA_E,CAT_PMDEC_E,CAT_PMTOT,CAT_PMTOT_E,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,GAIA_G,GAIA_B,GAIA_R,GAIA_Ge,GAIA_Be,GAIA_Re,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_Ge,PANSTARRS_R,PANSTARRS_Re,PANSTARRS_I,PANSTARRS_Ie,PANSTARRS_Z,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye
SDSS J130852.73+391142.8,197.2185491,39.19476863,7.0,7,-1,-0.27244,-0.05902,0.0248,0.0281,0.278759598937866,0.0249572721403934,16.104,0.025,15.857,0.049,20.0904971,21.10794285,18.8502256,0.09071819558,0.5080884383,0.2559360982,16.99470711,0.02161490917,,,,,22.047900000000000,0.1077,20.858335,0.088241,19.3126,0.0099,18.530333,0.007408,17.6364,0.034
ULAS J123142.99+015045.4,187.9285314,1.845818069,10.0,10,-1,-0.15172,0.04347,0.0288,0.0331,0.157824583953198,0.0291484554120341,16.116,0.03,15.903,0.063,,,,,,,17.541,0.03,17.206,0.039,16.779,0.047,23.009285000000000,0.108831,22.404362,0.079924,21.3149,0.0431,19.930900000000000,0.0243,18.5509,0.0238
SDSS J130615.20+045908.8,196.5635423,4.984276458,7.0,7,-1,-0.0133,-0.3708,0.026,0.0303,0.371038448142507,0.0302948665838921,16.121,0.029,15.984,0.068,20.2182658,21.57095301,18.9440052,0.1108748187,0.6015429443,0.3022373202,17.074,0.02,16.637,0.033,16.401,0.043,22.62281,0.059341,21.000116,0.02235,19.234375,0.007958,18.58101,0.006476,17.7243,0.0032
ULAS J135216.31+312327.0,208.0671152,31.39039282,10.5,10.5,-2,-0.44029,-0.08662,0.0271,0.0305,0.44872966082041,0.0272343055884345,16.153,0.028,16.008,0.057,20.6879983,21.37669784,19.2422379,0.1294521721,0.6723596939,0.3460381597,16.925,0.018,16.656,0.035,16.407,0.042,24.237000000000000,0.476,22.881,0.241,19.9541,0.0159,18.6875,0.016571,17.7261,0.0347
ULAS J135359.58+011856.7,208.4980901,1.316158168,10.0,10,-1,-0.097,-0.04158,0.0272,0.032,0.105536232640738,0.0279990920426058,16.156,0.046,15.943,0.073,,,,,,,17.356,0.029,16.893,0.032,16.524,0.041,25.321,1.4,22.838,0.427,21.4907,0.0439,19.58642,0.011006,18.4489,0.0265
ULAS J145234.65+043738.4,223.1441295,4.626470708,10.5,10.5,-2,-0.06673,-0.24495,0.0279,0.031,0.253876732687342,0.0307958666276798,16.198,0.031,15.928,0.058,,,,,,,17.284,0.032,16.789,0.038,16.618,0.057,26.263,0.518,22.539,0.204,20.413410000000000,0.02296,19.26185,0.008768,18.3117,0.0382
SDSS J141053.86+621742.6,212.7230415,62.29518255,8.0,8,-2,-0.18783,0.10075,0.0212,0.0233,0.213144719380988,0.0216868510386137,16.216,0.022,16.2,0.051,19.9402196,21.2249732,18.6982445,0.09208148598,0.5090075858,0.2627202799,16.918,0.164,16.499,0.208,16.247,,21.587300000000000,0.1445,20.487514,0.054857,19.1703,0.0089,18.508587,0.013845,17.6619,0.0132
ULAS J154638.34-011213.0,236.6597586,-1.204287123,13.0,13,-1,-0.06154,-0.16016,0.0315,0.0389,0.171576213969186,0.038028803292655,16.232,0.033,16.144,0.074,,,,,,,17.509,0.04,17.206,0.049,16.949,0.077,,,,,21.6875,0.077026,20.3646,0.0742,18.685,0.0497
SDSS J120214.61+073113.7,180.5612054,7.519090175,7.0,7,-2,-0.10148,-0.27908,0.0378,0.0446,0.296957634688856,0.043860293087973,16.248,0.034,15.964,0.072,20.2158826,20.9174964,19.0158225,0.1029414222,0.5323222559,0.3151060713,17.447,0.029,17.041,0.033,16.902,0.051,22.15874,0.078194,20.485294,0.026199,19.4128,0.008,18.866982,0.009777,18.0201,0.0388
SDSS J125938.97+493404.2,194.9114312,49.56724137,7.0,7,-2,-0.09258,-0.1276,0.0266,0.0285,0.157647760529606,0.0278593841161702,16.253,0.027,16.117,0.06,20.0488093,21.46119252,18.8971326,0.08984512215,0.516865013,0.2288859726,17.1511898,0.02638453245,,,,,21.9419,0.0748,20.644327,0.059687,19.288500000000000,0.0124,18.629927,0.014498,17.8007,0.0131
SDSS J143645.25+310914.7,219.187743,31.1535686,7.0,7,-2,-0.21005,-0.07613,0.0252,0.0294,0.22342063333542,0.0257228705225743,16.257,0.029,15.926,0.051,19.8319728,21.154002,18.6478322,0.08408244523,0.4709326093,0.2481931362,16.98757935,0.03301159292,,,,,22.025177000000000,0.03201,20.337029,0.013742,19.0895,0.0053,18.423940000000000,0.005979,17.5838,0.0195
ULAS J024035.36+060629.3,40.14795263,6.107014527,7.0,7,-1,-0.01196,-0.10484,0.035,0.0341,0.105519984836997,0.0341117126326398,16.283,0.034,16.01,0.072,,,,,,,,,,,,,24.327,0.504,22.770643,0.078938,,,20.95909,0.045694,,
ULAS J002009.34+160451.1,5.039417426,16.08069421,9.0,9,-1,0.19354,-0.06223,0.0355,0.0352,0.203298560004738,0.0354719982849295,16.294,0.032,16.123,0.072,,,,,,,17.321,0.025,,,,,24.71,0.505,23.448727,0.137945,20.7575,0.0221,19.191452000000000,0.007947,18.0954,0.0226
ULAS J131705.66+091016.9,199.2732741,9.169844257,7.0,7,-2,-0.05168,-0.32106,0.029,0.0342,0.325192782822743,0.0340784373772297,16.301,0.031,16.165,0.074,,,,,,,17.311,0.025,16.94,0.034,16.738,0.049,22.400797,0.067284,20.6226,0.0297,19.15625,0.011253,18.7792,0.0104,17.9119,0.0189
ULAS J150457.65+053800.8,226.2390864,5.632630528,25.5,25.5,-1,-0.6443,-0.50402,0.0174,0.0193,0.818021179676908,0.0181447502229716,16.301,0.034,14.421,0.019,,,,,,,16.591,0.016,17.051,0.037,17.413,0.093,,,,,,,20.203125,0.065857,18.7042,0.0138
WISEA J071121.36-573634.2,107.838935,-57.609644,20.0,20,-1,-0.03813999891,0.02270000055,-0.007000000216,0.02470000088,0.0443841136199069,0.0139916855752892,16.31599998,0.02300000004,16.2310009,0.05099999905,,,,,,,,,,,,,,,,,,,,,,
SDSS J080301.12+354848.5,120.7546982,35.81122234,7.5,7.5,-2,0.02082,-0.524,0.0332,0.0367,0.524413455586334,0.0366947459518802,16.321,0.036,16.07,0.078,19.8646751,21.2607611,18.6966061,0.09821979721,0.5095862642,0.3122899508,17.0652504,0.02451972663,,,,,22.0625,0.196167,20.319635,0.048153,19.1251,0.0072,18.518616000000000,0.010746,17.8185,0.1418
ULAS J134206.86+053724.9,205.5288103,5.62411342,10.5,10.5,-1,-0.1378,-0.239,0.0296,0.0341,0.275880118892246,0.0330347234473412,16.327,0.032,16.094,0.065,,,,,,,17.438,0.022,17.056,0.034,16.63,0.044,25.068,0.613,23.689,0.353,21.265625,0.03709,19.683914000000000,0.010175,18.5993,0.0392
SDSS J102839.48+593908.2,157.165587,59.65058308,7.5,7.5,-3,0.13128,-0.34645,0.0276,0.0309,0.370488921426809,0.0305052602024293,16.332,0.027,16.203,0.062,19.8900258,21.24708598,18.7004126,0.07423042464,0.435604301,0.2311463548,,,,,,,21.7462,0.0173,20.479168,0.057077,19.0986,0.0123,18.46107,0.015628,17.6639,0.0339
ULAS J130710.22+151103.4,196.7918941,15.18388002,18.0,18,-1,-0.38681,-0.20739,0.03,0.0307,0.438899291637615,0.0301577035049393,16.345,0.033,16.139,0.069,,,,,,,18.139,0.042,17.531,0.066,,,,,,,,,20.932018,0.053105,,
ULAS J151913.03-000030.0,229.8041615,-0.00936741414,14.0,14,-2,-0.05751,-0.49351,0.0323,0.037,0.496849595149277,0.0369409822386771,16.39,0.034,16.025,0.073,,,,,,,17.275,0.023,17.075,0.027,16.925,0.04,24.608,0.839,24.953,0.785,21.3644,0.0719,19.265625,0.015373,18.2223,0.0227
UNCOVER-BD-1,3.533189207,-30.37014186,21.0,21,-1,-0.01304,-0.01021,0.0372,0.0337,0.0165615729929255,0.0359100117819406,16.398,0.034,16.199,0.079,,,,,,,,,,,,,21.7317,0.033145,20.417952,0.008181,19.872295,0.014475,19.55832,0.017375,18.909743,0.052609
SDSS J023557.61+010800.5,38.98998311,1.132643842,7.0,7,-2,0.06603,-0.19515,0.0378,0.0334,0.206018162791536,0.0338783315552717,16.408,0.034,16.302,0.084,,,,,,,17.19,0.025,16.828,0.028,16.635,0.043,22.168951000000000,0.022027,20.48252,0.004187,19.116203000000000,0.004017,18.644196,0.004155,17.794074,0.011738
ULAS J074431.30+283915.6,116.130175,28.65467,7.0,7,-1,-0.01214,-0.06603,0.0436,0.0468,0.0671367298875958,0.0466988352496506,16.408,0.051,16.259,0.096,20.90180558,22.18843002,19.84042028,0.1745777637,0.8499665826,0.6330811437,17.861,0.039,17.439,0.048,17.201,0.067,23.306028,0.112557,21.696627,0.044014,20.1249,0.012,19.324486,0.011843,18.4233,0.0173
SDSS J155707.09+283531.5,239.2792232,28.59124878,7.0,7,-3,-0.03755,-0.23807,0.0273,0.0319,0.241013127028384,0.0317962222260849,16.41,0.053,16.304,0.095,20.0118332,21.15745456,18.8360879,0.08335127608,0.4515090421,0.2089641005,17.25173378,0.03064433299,,,,,22.28159,0.049106,20.475779,0.018021,19.2682,0.0072,18.636751,0.007246,17.8589,0.0233
WISE J152434.49+002057.5,231.1434177,0.349021634,7.0,7,-1,-0.20809,-0.10491,0.0348,0.0367,0.233039816769581,0.0351933474979081,16.419,0.034,16.178,0.08,20.4615554,20.82920535,19.0501961,0.1721901567,0.6718065534,0.555040862,17.212,0.02,16.813,0.022,16.598,0.032,23.210663,0.044943,21.48073,0.012213,19.735300000000000,0.0149,18.771183,0.003656,17.9507,0.0189
ULAS J223440.80+001002.6,338.670005,0.167395,11.0,11,-1,-0.08919,-0.11489,0.0461,0.0434,0.14544610066963,0.0444345455185463,16.422,0.038,16.434,0.102,,,,,,,17.631,0.039,17.15,0.054,16.8069,0.0552,,,,,21.620565000000000,0.028245,19.988892,0.012042,18.845256,0.034301
ULAS J020628.22+020255.6,31.617596,2.048789,7.0,7,-1,-0.0596,-0.01058,0.0341,0.0353,0.0605317800828623,0.0341372840796985,16.435,0.035,15.96,0.064,,,,,,,17.654,0.032,17.279,0.073,17.096,0.097,24.950000000000000,0.457,22.846184,0.027719,20.500269,0.010805,19.535883,0.008235,18.483704,0.025222
SDSS J125508.35+294939.1,193.784044,29.82699802,7.0,7,-3,-0.15352,-0.13847,0.0348,0.0395,0.206742185583881,0.0369823391483224,16.467,0.032,16.368,0.079,20.0264477,20.94220281,18.9120759,0.09238102061,0.4512058306,0.2432782322,17.312,0.021,17.008,0.035,16.876,0.055,22.225487,0.026303,20.432234,0.011061,19.2866,0.0125,18.754852,0.00669,17.8832,0.0289
SDSS J164451.75+310352.8,251.2155915,31.06478352,8.0,8,-2,0.0104,-0.19108,0.0312,0.0327,0.191362813524467,0.0326956709290778,16.47,0.029,16.532,0.079,20.2457671,21.20421126,18.9644559,0.09804472389,0.655468387,0.2871549017,17.344,0.022,17.033,0.021,16.799,0.048,22.784601000000000,0.082235,20.850704,0.023413,19.4788,0.0085,18.719658,0.008939,17.8763,0.0252
2MASS J06164006−6407194,94.18213123,-64.12229014,16.0,16,-2,1.426,0.0319,0.0068,0.0071,1.42635676112255,0.00680015336183109,16.483,0.142,15.936,0.127,,,,,,,16.7088,0.0331,,,16.5683,0.0621,23.359375,0.086548,,,22.96875,0.152466,19.107,0.079,,
ULAS J021258.08+064115.9,33.24202156,6.687054944,11.0,11,-1,0.06379,-0.51026,0.0384,0.0392,0.514231885145214,0.0391878131810232,16.527,0.041,16.156,0.082,,,,,,,17.425,0.025,17.058,0.033,16.783,0.052,25.775000000000000,0.467,23.786,0.425,20.9998,0.071,19.3125,0.020706,18.3961,0.0223
WISE J082650.64+285251.9,126.7110672,28.88056826,7.0,7,-1,0.06966,-0.273,0.0401,0.0443,0.281747254822474,0.0440547497891331,16.553,0.04,16.508,0.116,20.5203056,21.313459,19.2987531,0.1146700573,0.6316041957,0.25594998,17.372,0.019,16.907,0.032,16.684,0.05,23.136099,0.074964,21.495583,0.020106,19.6902,0.0132,18.844158,0.006952,17.9527,0.0237
SDSS J104410.01+300142.3,161.0405385,30.02747953,7.5,7.5,-1,-0.26354,-0.23374,0.0437,0.0467,0.352260868107714,0.0450454905998021,16.564,0.044,16.283,0.087,20.0964933,21.39724765,18.9134116,0.1026954472,0.4723142194,0.2964363362,,,,,,,22.154303000000000,0.055991,20.579966,0.015452,19.3486,0.0096,18.761913,0.008834,17.8613,0.0164
SDSS J105449.01+322527.0,163.7041401,32.42360546,7.0,7,-3,0.03876,-0.10741,0.0358,0.042,0.114189516594125,0.041333087462718,16.605,0.036,16.305,0.084,20.191,20.96337237,19.0113574,0.1323736929,0.607393173,0.3525559489,17.52955627,0.03610255569,,,,,22.321234,0.042484,20.624552,0.012418,19.4478,0.0069,18.896080000000000,0.007298,18.0357,0.0185
ULAS J231924.35+052524.5,349.8521836,5.423022495,11.0,11,-2,0.36899,-0.24342,0.0465,0.0471,0.442048545411022,0.0466827528452783,16.606,0.04,16.6,0.111,,,,,,,17.331,0.023,17.081,0.037,16.931,0.064,,,21.5433,0.2081879,20.9035,0.0362,19.4942,0.0073,18.3041,0.0585
ULAS J121508.37+040200.5,183.785244,4.032373344,7.0,7,-1,0.09683,-0.17605,0.0493,0.0528,0.200922003274903,0.0520081120159058,16.644,0.042,16.267,0.089,20.82345622,22.318683,19.626579,0.1615114511,0.7704690826,0.4562187793,17.733,0.037,17.283,0.053,17.073,0.072,22.681091000000000,0.035197,21.402378,0.014223,19.807814,0.002145,19.170279,0.003205,18.344554,0.013105
SDSS J114452.67-031420.4,176.219581,-3.240224534,7.0,7,-2,-0.03953,-0.35924,0.0502,0.0571,0.361408354219988,0.0570223868660357,16.659,0.044,16.878,0.156,20.2797766,21.50496762,19.2012918,0.1123255761,0.5984842036,0.3748311769,,,17.137,0.037,17.007,0.065,22.659515000000000,0.048783,20.78814,0.016573,19.352299000000000,0.008879,18.870426,0.006941,18.0127,0.0186
ULAS J011840.73+084424.7,19.669717,8.740205,10.0,10,-1,0.06733,0.08858,0.048,0.0458,0.111264303799556,0.0466176661919581,16.665,0.044,16.208,0.085,,,,,,,17.836,0.052,17.358,0.063,17.011,0.077,24.432000000000000,0.699,24.080000000000000,0.617,21.7777,0.0177,20.175587,0.02076,19.0382,0.088
SDSS J124410.11+273625.8,191.0418375,27.60618486,10.5,10.5,-2,-0.1718,-0.18565,0.0505,0.0523,0.252944979195081,0.051477460480502,16.7,0.039,16.505,0.094,,,,,,,17.682,0.03,17.3,0.047,17.204,0.068,24.293000000000000,0.536,22.733452,0.068288,20.3963,0.022,19.264423,0.006972,18.3019,0.0327
ULAS J111429.54+072809.5,168.6229019,7.468839508,10.0,10,-2,-0.07832,-0.16349,0.0483,0.0503,0.181281555873729,0.049932772424572,16.729,0.047,16.202,0.084,,,,,,,17.585,0.028,17.256,0.041,17.122,0.07,25.947000000000000,0.468,23.310167,0.113363,20.381311,0.032657,19.327580000000000,0.010224,18.3801,0.0209
SDSS J080605.53+292800.8,121.5234563,29.46557223,7.5,7.5,-2,0.19291,-0.313,0.0519,0.0588,0.367672773128498,0.0569839198830698,16.773,0.047,16.681,0.13,20.3720448,21.46555258,19.209767,0.1222839206,0.5104342572,0.3612608308,17.588,0.024,17.288,0.045,17.224,0.068,22.641167000000000,0.052447,20.900436,0.0232,19.7333,0.0055,18.97089,0.009798,18.0098,0.0839
WISEA J041451.67−585456.7,63.71574039,-58.91507846,20.0,20,-2,0.24282,0.675,0.0256,0.0236,0.717346884289602,0.0238376742797625,16.783,0.036,15.519,0.037,,,,,,,19.6651,0.2538,,,,,,,,,,,22.1875,0.150879,,
ULAS J103317.93+053054.1,158.3240066,5.514590595,7.0,7,-1,0.02581,-0.03905,0.0506,0.0588,0.0468087449094718,0.0564331220598371,16.791,0.046,16.615,0.12,,,,,,,,,,,,,,,22.405426,0.0612,20.307047,0.016106,19.717525,0.013592,18.8497,0.0677
SDSS J010448.46+153501.8,16.20265283,15.58386358,11.5,11.5,-3,0.19421,-0.12398,0.055,0.0546,0.230409558178475,0.0548844855145077,16.803,0.048,16.517,0.108,,,,,,,17.929,0.052,18.064,0.111,18.077,0.167,25.222,0.753,22.359543,0.095393,20.518900000000000,0.0198,19.443592,0.019188,18.4595,0.0263
SDSS J093244.46+011259.8,143.1854217,1.215606525,8.5,8.5,-1,0.06441,-0.248,0.0466,0.0575,0.256227727032029,0.0568730863339479,16.84,0.046,16.814,0.137,20.89020018,21.25095296,19.6112245,0.1681588985,0.5901268653,0.3795782376,17.645,0.029,17.487,0.075,17.208,0.077,23.663612,0.09882,21.954666,0.025691,19.881393000000000,0.009345,19.169575,0.006747,,
ULAS J011824.89+034130.4,19.603733,3.691786,10.0,10,-1,0.09204,-0.17833,0.0618,0.0599,0.200681216111523,0.0603046343418949,16.881,0.058,16.51,0.104,,,,,,,18.179,0.053,17.732,0.074,17.555,0.107,25.07,0.744,24.759,0.905,21.421875,0.077698,20.10511,0.056169,19.085852,0.087733
ULAS J124104.75-000531.4,190.2685984,-0.09249595125,10.0,10,-1,0.17019,-0.04304,0.0561,0.0706,0.175547935618736,0.057075762803842,16.915,0.052,16.839,0.145,,,,,,,18.416,0.082,18.333,0.096,17.931,0.123,,,,,,,21.890625,0.121094,19.5234,0.0639
BRLT 253,220.4641039,4.626185257,14.0,14,-1,-0.45389,-0.80508,0.0447,0.0537,0.924213145600083,0.0516729454589913,16.926,0.052,16.65,0.123,,,,,,,17.226,0.026,16.948,0.044,16.344,0.041,,,,,21.7115,0.1369,20.2124,0.0264,18.6558,0.0204
SDSS J124904.38+100413.4,192.2683308,10.06943607,7.0,7,-1,0.05146,-0.19914,0.0583,0.0658,0.205681479963559,0.0653557833980428,16.949,0.049,16.662,0.136,20.78898647,21.3537705,19.448927,0.1280978528,0.4903777176,0.3574706806,17.634,0.02,17.243,0.045,17.073,0.064,23.765625,0.192261,21.618004,0.026593,19.79566,0.010807,19.184275,0.007333,18.2541,0.0155
SDSS J123257.20+410723.5,188.2385536,41.12223596,7.0,7,-2,0.10915,-0.19453,0.0475,0.0556,0.223059730565604,0.0537717154305418,16.956,0.043,16.826,0.12,20.5596631,21.56167573,19.3331025,0.1193488406,0.6272935991,0.3582166703,17.7591095,0.04730212316,,,,,22.299000000000000,0.1678,21.127321,0.094708,19.8017,0.0117,19.206764,0.019309,18.2955,0.0277
SDSS J110017.81+011218.6,165.074234,1.205182,7.0,7,-1,-0.12041,-0.29669,0.0652,0.0709,0.320192948392059,0.0701220574598201,16.996,0.057,16.94,0.16,,,,,,,18.0,0.037,17.628,0.057,17.464,0.076,23.484070000000000,0.083263,21.77788,0.032871,20.176252,0.020151,19.526913,0.009379,18.7008,0.0267
SDSS J004539.96+135032.6,11.41717427,13.84202771,7.5,7.5,-1,0.00376,-0.07064,0.0699,0.0693,0.0707399971727452,0.0693017024232217,17.078,0.055,17.263,0.201,,,,,,,18.043,0.055,17.63,0.088,17.363,0.1,23.399914000000000,0.100231,21.692495,0.027635,20.3413,0.0302,19.621030000000000,0.012167,18.6658,0.1935
ULAS J020858.62+020657.0,32.24436488,2.115910353,13.0,13,-2,0.17225,-0.18053,0.0695,0.0653,0.249521829505957,0.0673341602325456,17.098,0.059,16.549,0.106,,,,,,,18.0,0.043,17.879,0.126,17.623,0.164,25.194000000000000,0.441,23.205885,0.080695,21.3868,0.0304,19.994,0.0277,18.8649,0.062
SDSS J131822.82-011150.1,199.5940775,-1.197319818,8.0,8,-2,-0.21346,-0.06023,0.0677,0.0773,0.221794554712238,0.0684539334461477,17.163,0.061,17.029,0.176,20.81546157,21.75729953,19.80215614,0.1841844333,0.7443925647,0.4882208148,17.949,0.042,17.805,0.086,17.633,0.107,23.362469,0.08511,21.472498,0.024922,19.923157,0.008606,19.36038,0.008741,18.5547,0.0215
ULAS J132823.25+302144.8,202.0962772,30.36229966,7.0,7,-1,-0.29973,0.03681,0.0605,0.0689,0.301981868661017,0.0606333275238403,17.217,0.056,16.898,0.135,20.82983644,21.07907251,19.666184,0.1512428518,0.9784575505,0.4447585882,17.911,0.031,17.421,0.037,17.309,0.075,23.061394,0.083168,21.601988,0.033613,19.9818,0.2297,19.337997000000000,0.010322,18.5592,0.0674
ULAS J223302.03+062030.8,338.258498,6.341901,10.5,10.5,-2,0.3885,-0.18726,0.0793,0.0745,0.431275500811256,0.0784175338469844,17.217,0.067,17.319,0.235,,,,,,,17.901,0.047,17.672,0.079,17.441,0.113,,,,,21.1487,0.0367,19.8862,0.0279,18.7498,0.022
CWISE J052306.42-015355.4,80.77593665,-1.898770059,20.0,20,-2,0.51688,-0.0427,0.0536,0.0559,0.518640746953033,0.0536159222761299,17.313,0.064,15.955,0.058,,,,,,,19.7401,0.2889,,,,,,,21.42961,0.2319752,,,21.816252,0.102537,20.495482,0.112229
ULAS J135058.86+081506.8,207.745248,8.251911,13.0,13,-3,-0.2051,-0.22329,0.0703,0.0791,0.303190425475476,0.0752008927001574,17.358,0.07,16.972,0.151,,,,,,,17.93,0.042,18.07,0.104,17.952,0.148,24.251,0.555,21.38156,0.225122,20.853777,0.018119,19.622368000000000,0.007748,18.6838,0.0429
CWISE J073844.52−664334.6,114.6852796,-66.72605826,20.0,20,-2,0.76453,-0.43215,0.032,0.0298,0.878213950811532,0.0314813993756294,17.361,0.042,16.007,0.042,,,,,,,,,,,,,,,22.984375,0.171631,,,,,,
ULAS J125134.40-005556.7,192.893522,-0.932088,8.0,8,-1,0.05946,-0.10691,0.099,0.1167,0.122332496500317,0.112769345542575,17.389,0.08,17.742,0.362,,,,,,,18.081,0.054,17.805,0.084,17.676,0.14,,,22.2054,0.1943,20.575,0.0204,19.7289,0.0288,18.7822,0.0494
ULAS J230711.01+014447.1,346.795889,1.74644,14.5,14.5,-3,-0.0092,-0.1722,0.0923,0.0887,0.172445585620508,0.0887104537801087,17.424,0.078,16.841,0.139,,,,,,,18.146,0.055,18.338,0.122,18.168,0.184,24.088,0.351,24.57,0.457,21.42404,0.020341,19.9529,0.012122,18.917838,0.036539
WISE J155349.98+693355.2,238.4492776,69.56688124,23.0,23,-1,-1.45002,1.32382,0.0327,0.0286,1.96343000710491,0.0309036569726603,17.656,0.052,16.125,0.045,,,,,,,,,,,,,,,,,20.85998,0.1740638,,,,
WISE J095047.32+011733.3,147.6974847,1.291445201,28.0,28,-1,0.21535,-0.369,0.0218,0.0248,0.427243048509862,0.0240732658776236,17.793,0.098,14.541,0.021,,,,,,,18.047,0.038,18.241,0.152,,,,,18.76169,0.05558058,,,21.828125,0.120972,,
WISE J200520.38+542433.9,301.3322232,54.4083502,28.0,28,-1,-1.10262,-0.922,0.0202,0.019,1.43730820090891,0.0197150548529305,17.939,0.159,15.638,0.118,,,,,,,,,,,,,,,,,,,,,,
CWISE J221706.28−145437.6,334.276288,-14.91061326,20.0,20,-2,1.63729,-0.91946,0.065,0.0631,1.87779797520926,0.0645495623034921,17.939,0.117,16.248,0.085,,,,,,,,,,,,,,,,,,,,,,
ULAS J142320.79+011638.2,215.8370581,1.27604858,28.0,28,-1,0.16483,-0.5339,0.0296,0.033,0.55876483327067,0.0327181732881267,17.976,0.126,14.859,0.026,,,,,,,18.759,0.123,19.1205,0.1576,,,22.800987000000000,0.090113,22.64626,0.093043,,,21.956568,0.086829,,
WISEA J001354.40+063448.1,3.479086483,6.578880453,28.0,28,-1,1.29723,-0.62676,0.0443,0.0444,1.44070599724579,0.0443189430048234,18.046,0.128,15.498,0.045,,,,,,,,,,,,,,,,,,,,,,
ULAS J092605.47+083516.9,141.522819,8.588039,24.5,24.5,-1,-0.18424,0.0366,0.1316,0.145,0.187840191652372,0.132133551955177,18.088,0.135,17.044,0.174,,,,,,,18.464,0.064,18.793,0.122,,,,,,,,,,,,
ULAS J132012.11+053943.6,200.050788,5.662234,7.5,7.5,-2,-0.38123,0.14616,0.1297,0.1359,0.40828796026824,0.130510994742833,18.091,0.132,17.352,0.226,,,,,,,18.783,0.106,18.208,0.1,18.096,0.178,23.9375,0.180908,22.185486,0.060437,20.784664,0.026836,20.234375,0.017743,19.237,0.0394
CWISE J105512.11+544328.3,163.7998118,54.7245557,28.0,28,-1,-1.50456,-0.22991,0.0169,0.0185,1.52202477039633,0.0169381934032572,18.146,0.172,15.317,0.13,,,,,,,,,,,,,24.708000000000000,0.566,25.585,0.578,,,23.436,0.717,,
WISEA J042236.95−044203.5,65.65565535,-4.701711791,28.0,28,-1,1.0214,-0.458,0.0955,0.109,1.11938463452024,0.097889823011201,18.382,0.167,16.257,0.078,,,,,,,18.9643,0.2521,,,,,,,,,,,21.721512,0.055,,
ULAS J131610.28+075553.0,199.0403845,7.931476673,26.5,26.5,-1,-1.15705,0.09117,0.1007,0.1114,1.16063632176492,0.10076950670765,19.148,0.34,16.522,0.104,,,,,,,18.981,0.104,,,,,,,19.78617,0.08066355,,,,,,
WISE J083337.82+005214.1,128.4090815,0.8679290289,29.0,29,-1,0.79683,-1.62,0.0316,0.0392,1.8053636888173,0.0378393826563479,19.667,,15.295,0.035,,,,,,,,,,,,,24.626,0.681,24.989,0.916,,,23.986,0.774,,
WISEA J020201.25−313645.2,30.50486443,-31.61457641,10.5,10.5,-2,,,,,,,,,,,19.153961,21.42389996,17.6320616,0.07503726452,0.51457447,0.1442490617,15.2371,0.004,14.9801,0.0052,14.8528,0.0081,,,21.265625,0.036865,18.046875,0.006252,16.958654,0.003531,16.07436,0.007403
LHS 292,162.0553681,-11.3433137,7.0,7,-1,,,,,,,,,,,12.8385,15.953591,11.3739,0.04620293189,0.1127588617,0.04324658014,,,,,17.3905,0.1529,16.34804,0.005819,15.078,0.008,13.065200000000000,0.0155,11.307000000000000,0.005,,
WISEA J135501.90−825838.9,208.7548696,-82.97786486,15.0,15,-1,,,,,,,,,,,,,,,,,16.4048,0.022,15.31,0.132,14.8916,0.0143,,,,,21.148373,0.03282,,,,
WISEA J153429.75−104303.3,233.627808,-10.71069231,30.0,30,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.241,0.176758